race_id,track,track_overtaking_difficulty,track_avg_speed,driver_name,team,driver_skill,car_performance,weather,grid_position,tire_strategy,pit_stops,had_incident,safety_car,finishing_position,won,podium,points_finish,points_earned
2,Monza,35,90,Piastri,McLaren,85,88,wet,5,medium,1,False,False,4,0,0,1,12
2,Monza,35,90,Alonso,AstonMartin,89,85,wet,6,hard,3,False,False,5,0,0,1,10
2,Monza,35,90,Norris,McLaren,90,88,wet,7,medium,1,False,False,6,0,0,1,8
2,Monza,35,90,Sainz,Ferrari,88,92,wet,9,hard,2,False,False,7,0,0,1,6
2,Monza,35,90,Russell,Mercedes,87,90,wet,10,soft,2,False,True,8,0,0,1,4
2,Monza,35,90,Tsunoda,AlphaTauri,81,77,wet,6,mixed,3,False,False,9,0,0,1,2
2,Monza,35,90,Ricciardo,AlphaTauri,84,77,wet,8,hard,2,False,True,10,0,0,1,1
2,Monza,35,90,Zhou,AlfaRomeo,79,76,wet,9,medium,2,False,False,11,0,0,0,0
2,Monza,35,90,Stroll,AstonMartin,82,85,wet,14,medium,2,False,False,12,0,0,0,0
2,Monza,35,90,Magnussen,Haas,80,74,wet,11,medium,1,False,True,13,0,0,0,0
2,Monza,35,90,Gasly,Alpine,83,80,wet,16,soft,1,False,False,14,0,0,0,0
2,Monza,35,90,Sargeant,Williams,77,75,wet,14,soft,3,False,True,15,0,0,0,0
2,Monza,35,90,DeVries,Alpine,78,80,wet,19,mixed,2,False,False,16,0,0,0,0
2,Monza,35,90,Albon,Williams,83,75,wet,20,soft,1,False,False,17,0,0,0,0
2,Monza,35,90,Bottas,AlfaRomeo,85,76,wet,18,soft,2,False,False,18,0,0,0,0
2,Monza,35,90,Leclerc,Ferrari,92,92,wet,12,medium,1,True,False,19,0,0,0,0
2,Monza,35,90,Hulkenberg,Haas,82,74,wet,18,mixed,3,True,False,20,0,0,0,0
3,Bahrain,55,75,Verstappen,RedBull,95,95,dry,1,mixed,2,False,False,1,1,1,1,25
3,Bahrain,55,75,Hamilton,Mercedes,94,90,dry,1,mixed,2,False,False,2,0,1,1,18
3,Bahrain,55,75,Norris,McLaren,90,88,dry,2,mixed,3,False,True,3,0,1,1,15
3,Bahrain,55,75,Leclerc,Ferrari,92,92,dry,4,mixed,1,False,False,4,0,0,1,12
3,Bahrain,55,75,Alonso,AstonMartin,89,85,dry,7,medium,1,False,False,5,0,0,1,10
3,Bahrain,55,75,Sainz,Ferrari,88,92,dry,8,soft,2,False,False,6,0,0,1,8
3,Bahrain,55,75,Piastri,McLaren,85,88,dry,8,soft,3,False,False,7,0,0,1,6
3,Bahrain,55,75,Ricciardo,AlphaTauri,84,77,dry,7,soft,2,False,False,8,0,0,1,4
3,Bahrain,55,75,Russell,Mercedes,87,90,dry,12,medium,2,False,False,9,0,0,1,2
3,Bahrain,55,75,Gasly,Alpine,83,80,dry,7,hard,3,False,False,10,0,0,1,1
3,Bahrain,55,75,Stroll,AstonMartin,82,85,dry,11,medium,2,False,False,11,0,0,0,0
3,Bahrain,55,75,Bottas,AlfaRomeo,85,76,dry,13,mixed,2,False,True,12,0,0,0,0
3,Bahrain,55,75,Tsunoda,AlphaTauri,81,77,dry,13,mixed,2,False,True,13,0,0,0,0
3,Bahrain,55,75,Magnussen,Haas,80,74,dry,15,soft,3,False,False,14,0,0,0,0
3,Bahrain,55,75,Hulkenberg,Haas,82,74,dry,16,soft,2,False,False,15,0,0,0,0
3,Bahrain,55,75,Sargeant,Williams,77,75,dry,16,hard,2,False,False,16,0,0,0,0
3,Bahrain,55,75,Albon,Williams,83,75,dry,18,soft,3,False,True,17,0,0,0,0
3,Bahrain,55,75,DeVries,Alpine,78,80,dry,19,soft,2,False,False,18,0,0,0,0
3,Bahrain,55,75,Zhou,AlfaRomeo,79,76,dry,18,medium,2,False,False,19,0,0,0,0
3,Bahrain,55,75,Perez,RedBull,87,95,dry,5,soft,2,True,False,20,0,0,0,0
4,Suzuka,50,80,Sainz,Ferrari,88,92,mixed,1,soft,3,False,True,1,1,1,1,25
4,Suzuka,50,80,Verstappen,RedBull,95,95,mixed,5,soft,3,False,False,2,0,1,1,18
4,Suzuka,50,80,Hamilton,Mercedes,94,90,mixed,2,soft,3,False,True,3,0,1,1,15
4,Suzuka,50,80,Leclerc,Ferrari,92,92,mixed,4,medium,1,False,False,4,0,0,1,12
4,Suzuka,50,80,Alonso,AstonMartin,89,85,mixed,3,soft,2,False,False,5,0,0,1,10
4,Suzuka,50,80,Norris,McLaren,90,88,mixed,7,hard,2,False,False,6,0,0,1,8
4,Suzuka,50,80,Piastri,McLaren,85,88,mixed,6,medium,3,False,False,7,0,0,1,6
4,Suzuka,50,80,Perez,RedBull,87,95,mixed,13,medium,1,False,False,8,0,0,1,4
4,Suzuka,50,80,Russell,Mercedes,87,90,mixed,10,soft,3,False,False,9,0,0,1,2
4,Suzuka,50,80,Stroll,AstonMartin,82,85,mixed,9,mixed,2,False,False,10,0,0,1,1
4,Suzuka,50,80,Gasly,Alpine,83,80,mixed,12,medium,2,False,True,11,0,0,0,0
4,Suzuka,50,80,Bottas,AlfaRomeo,85,76,mixed,17,soft,3,False,False,12,0,0,0,0
4,Suzuka,50,80,Tsunoda,AlphaTauri,81,77,mixed,16,mixed,2,False,False,13,0,0,0,0
4,Suzuka,50,80,Zhou,AlfaRomeo,79,76,mixed,12,soft,1,False,False,14,0,0,0,0
4,Suzuka,50,80,Sargeant,Williams,77,75,mixed,16,hard,1,False,False,15,0,0,0,0
4,Suzuka,50,80,Hulkenberg,Haas,82,74,mixed,17,medium,2,False,True,16,0,0,0,0
4,Suzuka,50,80,Magnussen,Haas,80,74,mixed,19,hard,2,False,True,17,0,0,0,0
4,Suzuka,50,80,Albon,Williams,83,75,mixed,20,hard,2,False,True,18,0,0,0,0
4,Suzuka,50,80,Ricciardo,AlphaTauri,84,77,mixed,7,medium,3,True,False,19,0,0,0,0
4,Suzuka,50,80,DeVries,Alpine,78,80,mixed,19,medium,2,True,False,20,0,0,0,0
5,COTA,48,79,Verstappen,RedBull,95,95,dry,4,mixed,2,False,False,1,1,1,1,25
5,COTA,48,79,Perez,RedBull,87,95,dry,1,hard,2,False,False,2,0,1,1,18
5,COTA,48,79,Alonso,AstonMartin,89,85,dry,1,hard,2,False,False,3,0,1,1,15
5,COTA,48,79,Hamilton,Mercedes,94,90,dry,5,soft,3,False,False,4,0,0,1,12
5,COTA,48,79,Leclerc,Ferrari,92,92,dry,9,mixed,2,False,False,5,0,0,1,10
5,COTA,48,79,Russell,Mercedes,87,90,dry,5,soft,2,False,False,6,0,0,1,8
5,COTA,48,79,Norris,McLaren,90,88,dry,6,medium,3,False,True,7,0,0,1,6
5,COTA,48,79,Ricciardo,AlphaTauri,84,77,dry,7,medium,2,False,False,8,0,0,1,4
5,COTA,48,79,Piastri,McLaren,85,88,dry,14,mixed,1,False,False,9,0,0,1,2
5,COTA,48,79,Gasly,Alpine,83,80,dry,10,soft,2,False,False,10,0,0,1,1
5,COTA,48,79,Stroll,AstonMartin,82,85,dry,15,mixed,3,False,False,11,0,0,0,0
5,COTA,48,79,DeVries,Alpine,78,80,dry,11,mixed,1,False,False,12,0,0,0,0
5,COTA,48,79,Tsunoda,AlphaTauri,81,77,dry,14,hard,3,False,False,13,0,0,0,0
5,COTA,48,79,Bottas,AlfaRomeo,85,76,dry,16,hard,2,False,False,14,0,0,0,0
5,COTA,48,79,Magnussen,Haas,80,74,dry,17,mixed,2,False,False,15,0,0,0,0
5,COTA,48,79,Hulkenberg,Haas,82,74,dry,18,hard,2,False,True,16,0,0,0,0
5,COTA,48,79,Zhou,AlfaRomeo,79,76,dry,18,hard,2,False,False,17,0,0,0,0
5,COTA,48,79,Sargeant,Williams,77,75,dry,19,medium,2,False,False,18,0,0,0,0
5,COTA,48,79,Albon,Williams,83,75,dry,20,mixed,2,False,False,19,0,0,0,0
5,COTA,48,79,Sainz,Ferrari,88,92,dry,10,medium,2,True,False,20,0,0,0,0
6,Singapore,70,65,Leclerc,Ferrari,92,92,wet,1,hard,2,False,False,1,1,1,1,25
6,Singapore,70,65,Alonso,AstonMartin,89,85,wet,1,mixed,3,False,False,2,0,1,1,18
6,Singapore,70,65,Hamilton,Mercedes,94,90,wet,6,mixed,2,False,False,3,0,1,1,15
6,Singapore,70,65,Verstappen,RedBull,95,95,wet,10,soft,2,False,False,4,0,0,1,12
6,Singapore,70,65,Sainz,Ferrari,88,92,wet,4,mixed,2,False,False,5,0,0,1,10
6,Singapore,70,65,Perez,RedBull,87,95,wet,9,soft,2,False,False,6,0,0,1,8
6,Singapore,70,65,Stroll,AstonMartin,82,85,wet,3,mixed,1,False,True,7,0,0,1,6
6,Singapore,70,65,DeVries,Alpine,78,80,wet,1,mixed,2,False,True,8,0,0,1,4
6,Singapore,70,65,Bottas,AlfaRomeo,85,76,wet,7,soft,2,False,True,9,0,0,1,2
6,Singapore,70,65,Piastri,McLaren,85,88,wet,12,hard,1,False,False,10,0,0,1,1
6,Singapore,70,65,Gasly,Alpine,83,80,wet,10,soft,2,False,False,11,0,0,0,0
6,Singapore,70,65,Russell,Mercedes,87,90,wet,19,soft,3,False,True,12,0,0,0,0
6,Singapore,70,65,Tsunoda,AlphaTauri,81,77,wet,11,soft,2,False,False,13,0,0,0,0
6,Singapore,70,65,Ricciardo,AlphaTauri,84,77,wet,17,soft,3,False,False,14,0,0,0,0
6,Singapore,70,65,Hulkenberg,Haas,82,74,wet,17,mixed,2,False,True,15,0,0,0,0
6,Singapore,70,65,Zhou,AlfaRomeo,79,76,wet,14,soft,2,False,True,16,0,0,0,0
6,Singapore,70,65,Sargeant,Williams,77,75,wet,16,medium,1,False,False,17,0,0,0,0
6,Singapore,70,65,Magnussen,Haas,80,74,wet,20,hard,2,False,False,18,0,0,0,0
6,Singapore,70,65,Norris,McLaren,90,88,wet,11,hard,2,True,False,19,0,0,0,0
6,Singapore,70,65,Albon,Williams,83,75,wet,20,mixed,2,True,False,20,0,0,0,0
7,Bahrain,55,75,Verstappen,RedBull,95,95,dry,2,hard,2,False,False,1,1,1,1,25
7,Bahrain,55,75,Leclerc,Ferrari,92,92,dry,1,soft,2,False,False,2,0,1,1,18
7,Bahrain,55,75,Perez,RedBull,87,95,dry,1,hard,2,False,False,3,0,1,1,15
7,Bahrain,55,75,Sainz,Ferrari,88,92,dry,4,medium,2,False,False,4,0,0,1,12
7,Bahrain,55,75,Alonso,AstonMartin,89,85,dry,3,mixed,2,False,False,5,0,0,1,10
7,Bahrain,55,75,Hamilton,Mercedes,94,90,dry,7,hard,2,False,False,6,0,0,1,8
7,Bahrain,55,75,Norris,McLaren,90,88,dry,8,medium,1,False,False,7,0,0,1,6
7,Bahrain,55,75,Russell,Mercedes,87,90,dry,8,medium,1,False,True,8,0,0,1,4
7,Bahrain,55,75,Stroll,AstonMartin,82,85,dry,7,soft,2,False,False,9,0,0,1,2
7,Bahrain,55,75,Piastri,McLaren,85,88,dry,11,hard,3,False,False,10,0,0,1,1
7,Bahrain,55,75,Tsunoda,AlphaTauri,81,77,dry,7,hard,2,False,False,11,0,0,0,0
7,Bahrain,55,75,Ricciardo,AlphaTauri,84,77,dry,14,soft,2,False,False,12,0,0,0,0
7,Bahrain,55,75,DeVries,Alpine,78,80,dry,15,medium,2,False,True,13,0,0,0,0
7,Bahrain,55,75,Hulkenberg,Haas,82,74,dry,15,medium,3,False,False,14,0,0,0,0
7,Bahrain,55,75,Magnussen,Haas,80,74,dry,16,soft,1,False,False,15,0,0,0,0
7,Bahrain,55,75,Albon,Williams,83,75,dry,18,soft,3,False,False,16,0,0,0,0
7,Bahrain,55,75,Sargeant,Williams,77,75,dry,17,soft,3,False,True,17,0,0,0,0
7,Bahrain,55,75,Zhou,AlfaRomeo,79,76,dry,18,medium,2,False,False,18,0,0,0,0
7,Bahrain,55,75,Gasly,Alpine,83,80,dry,13,hard,1,True,False,19,0,0,0,0
7,Bahrain,55,75,Bottas,AlfaRomeo,85,76,dry,12,hard,1,True,False,20,0,0,0,0
8,Suzuka,50,80,Verstappen,RedBull,95,95,mixed,5,mixed,1,False,False,1,1,1,1,25
8,Suzuka,50,80,Russell,Mercedes,87,90,mixed,2,hard,1,False,False,2,0,1,1,18
8,Suzuka,50,80,Sainz,Ferrari,88,92,mixed,1,medium,2,False,False,3,0,1,1,15
8,Suzuka,50,80,Leclerc,Ferrari,92,92,mixed,6,hard,2,False,True,4,0,0,1,12
8,Suzuka,50,80,Hamilton,Mercedes,94,90,mixed,9,soft,3,False,False,5,0,0,1,10
8,Suzuka,50,80,Alonso,AstonMartin,89,85,mixed,4,hard,2,False,False,6,0,0,1,8
8,Suzuka,50,80,Norris,McLaren,90,88,mixed,7,soft,3,False,False,7,0,0,1,6
8,Suzuka,50,80,Perez,RedBull,87,95,mixed,9,soft,1,False,False,8,0,0,1,4
8,Suzuka,50,80,Albon,Williams,83,75,mixed,6,mixed,1,False,False,9,0,0,1,2
8,Suzuka,50,80,Tsunoda,AlphaTauri,81,77,mixed,11,soft,2,False,False,10,0,0,1,1
8,Suzuka,50,80,Stroll,AstonMartin,82,85,mixed,13,hard,2,False,False,11,0,0,0,0
8,Suzuka,50,80,Bottas,AlfaRomeo,85,76,mixed,12,mixed,3,False,False,12,0,0,0,0
8,Suzuka,50,80,Gasly,Alpine,83,80,mixed,13,mixed,3,False,False,13,0,0,0,0
8,Suzuka,50,80,Ricciardo,AlphaTauri,84,77,mixed,17,soft,2,False,False,14,0,0,0,0
8,Suzuka,50,80,Zhou,AlfaRomeo,79,76,mixed,14,mixed,2,False,False,15,0,0,0,0
8,Suzuka,50,80,Hulkenberg,Haas,82,74,mixed,18,mixed,3,False,True,16,0,0,0,0
8,Suzuka,50,80,Magnussen,Haas,80,74,mixed,17,mixed,2,False,False,17,0,0,0,0
8,Suzuka,50,80,DeVries,Alpine,78,80,mixed,20,medium,3,False,False,18,0,0,0,0
8,Suzuka,50,80,Sargeant,Williams,77,75,mixed,19,mixed,2,False,False,19,0,0,0,0
8,Suzuka,50,80,Piastri,McLaren,85,88,mixed,5,hard,3,True,False,20,0,0,0,0
9,Spa,40,85,Verstappen,RedBull,95,95,dry,4,mixed,2,False,False,1,1,1,1,25
9,Spa,40,85,Hamilton,Mercedes,94,90,dry,1,medium,2,False,False,2,0,1,1,18
9,Spa,40,85,Leclerc,Ferrari,92,92,dry,6,medium,3,False,False,3,0,1,1,15
9,Spa,40,85,Russell,Mercedes,87,90,dry,4,soft,2,False,False,4,0,0,1,12
9,Spa,40,85,Norris,McLaren,90,88,dry,7,mixed,3,False,False,5,0,0,1,10
9,Spa,40,85,Sainz,Ferrari,88,92,dry,6,hard,2,False,False,6,0,0,1,8
9,Spa,40,85,Alonso,AstonMartin,89,85,dry,6,mixed,2,False,False,7,0,0,1,6
9,Spa,40,85,Gasly,Alpine,83,80,dry,6,mixed,2,False,True,8,0,0,1,4
9,Spa,40,85,Albon,Williams,83,75,dry,3,hard,3,False,False,9,0,0,1,2
9,Spa,40,85,Piastri,McLaren,85,88,dry,16,mixed,3,False,False,10,0,0,1,1
9,Spa,40,85,Bottas,AlfaRomeo,85,76,dry,13,medium,1,False,False,11,0,0,0,0
9,Spa,40,85,Ricciardo,AlphaTauri,84,77,dry,15,mixed,1,False,False,12,0,0,0,0
9,Spa,40,85,Sargeant,Williams,77,75,dry,11,hard,3,False,False,13,0,0,0,0
9,Spa,40,85,Zhou,AlfaRomeo,79,76,dry,14,mixed,2,False,False,14,0,0,0,0
9,Spa,40,85,Tsunoda,AlphaTauri,81,77,dry,17,hard,3,False,False,15,0,0,0,0
9,Spa,40,85,Hulkenberg,Haas,82,74,dry,17,medium,2,False,True,16,0,0,0,0
9,Spa,40,85,Magnussen,Haas,80,74,dry,19,soft,2,False,True,17,0,0,0,0
9,Spa,40,85,DeVries,Alpine,78,80,dry,20,soft,2,False,True,18,0,0,0,0
9,Spa,40,85,Perez,RedBull,87,95,dry,10,medium,2,True,False,19,0,0,0,0
9,Spa,40,85,Stroll,AstonMartin,82,85,dry,12,mixed,3,True,True,20,0,0,0,0
10,RedBullRing,50,83,Verstappen,RedBull,95,95,wet,5,hard,3,False,False,1,1,1,1,25
10,RedBullRing,50,83,Sainz,Ferrari,88,92,wet,1,hard,2,False,False,2,0,1,1,18
10,RedBullRing,50,83,Perez,RedBull,87,95,wet,1,mixed,1,False,False,3,0,1,1,15
10,RedBullRing,50,83,Leclerc,Ferrari,92,92,wet,6,mixed,2,False,False,4,0,0,1,12
10,RedBullRing,50,83,Russell,Mercedes,87,90,wet,3,hard,2,False,False,5,0,0,1,10
10,RedBullRing,50,83,Norris,McLaren,90,88,wet,2,soft,3,False,False,6,0,0,1,8
10,RedBullRing,50,83,Alonso,AstonMartin,89,85,wet,8,hard,2,False,False,7,0,0,1,6
10,RedBullRing,50,83,Piastri,McLaren,85,88,wet,9,medium,2,False,False,8,0,0,1,4
10,RedBullRing,50,83,Tsunoda,AlphaTauri,81,77,wet,5,hard,3,False,False,9,0,0,1,2
10,RedBullRing,50,83,Bottas,AlfaRomeo,85,76,wet,11,medium,2,False,False,10,0,0,1,1
10,RedBullRing,50,83,Stroll,AstonMartin,82,85,wet,13,medium,2,False,False,11,0,0,0,0
10,RedBullRing,50,83,Gasly,Alpine,83,80,wet,12,hard,2,False,False,12,0,0,0,0
10,RedBullRing,50,83,Albon,Williams,83,75,wet,14,medium,1,False,False,13,0,0,0,0
10,RedBullRing,50,83,Ricciardo,AlphaTauri,84,77,wet,17,soft,1,False,False,14,0,0,0,0
10,RedBullRing,50,83,DeVries,Alpine,78,80,wet,20,hard,3,False,False,15,0,0,0,0
10,RedBullRing,50,83,Zhou,AlfaRomeo,79,76,wet,18,mixed,3,False,False,16,0,0,0,0
10,RedBullRing,50,83,Sargeant,Williams,77,75,wet,16,hard,2,False,True,17,0,0,0,0
10,RedBullRing,50,83,Hulkenberg,Haas,82,74,wet,20,hard,2,False,False,18,0,0,0,0
10,RedBullRing,50,83,Magnussen,Haas,80,74,wet,19,mixed,1,False,False,19,0,0,0,0
10,RedBullRing,50,83,Hamilton,Mercedes,94,90,wet,14,hard,2,True,False,20,0,0,0,0
11,Spa,40,85,Verstappen,RedBull,95,95,dry,2,medium,3,False,False,1,1,1,1,25
11,Spa,40,85,Sainz,Ferrari,88,92,dry,1,medium,2,False,False,2,0,1,1,18
11,Spa,40,85,Perez,RedBull,87,95,dry,4,mixed,2,False,False,3,0,1,1,15
11,Spa,40,85,Hamilton,Mercedes,94,90,dry,7,hard,1,False,False,4,0,0,1,12
11,Spa,40,85,Leclerc,Ferrari,92,92,dry,5,mixed,1,False,False,5,0,0,1,10
11,Spa,40,85,Alonso,AstonMartin,89,85,dry,2,soft,3,False,False,6,0,0,1,8
11,Spa,40,85,Piastri,McLaren,85,88,dry,2,hard,1,False,False,7,0,0,1,6
11,Spa,40,85,Russell,Mercedes,87,90,dry,5,medium,1,False,False,8,0,0,1,4
11,Spa,40,85,Norris,McLaren,90,88,dry,11,soft,2,False,False,9,0,0,1,2
11,Spa,40,85,Ricciardo,AlphaTauri,84,77,dry,11,soft,1,False,False,10,0,0,1,1
11,Spa,40,85,Stroll,AstonMartin,82,85,dry,12,hard,2,False,False,11,0,0,0,0
11,Spa,40,85,Tsunoda,AlphaTauri,81,77,dry,13,medium,3,False,False,12,0,0,0,0
11,Spa,40,85,Bottas,AlfaRomeo,85,76,dry,12,medium,1,False,False,13,0,0,0,0
11,Spa,40,85,Gasly,Alpine,83,80,dry,17,soft,2,False,False,14,0,0,0,0
11,Spa,40,85,Zhou,AlfaRomeo,79,76,dry,14,hard,1,False,True,15,0,0,0,0
11,Spa,40,85,Magnussen,Haas,80,74,dry,15,mixed,2,False,False,16,0,0,0,0
11,Spa,40,85,Hulkenberg,Haas,82,74,dry,18,hard,2,False,False,17,0,0,0,0
11,Spa,40,85,Sargeant,Williams,77,75,dry,18,hard,2,False,True,18,0,0,0,0
11,Spa,40,85,Albon,Williams,83,75,dry,19,mixed,3,False,True,19,0,0,0,0
11,Spa,40,85,DeVries,Alpine,78,80,dry,20,mixed,1,False,False,20,0,0,0,0
12,Spa,40,85,Verstappen,RedBull,95,95,dry,2,soft,2,False,False,1,1,1,1,25
12,Spa,40,85,Leclerc,Ferrari,92,92,dry,1,mixed,2,False,False,2,0,1,1,18
12,Spa,40,85,Hamilton,Mercedes,94,90,dry,4,soft,1,False,False,3,0,1,1,15
12,Spa,40,85,Sainz,Ferrari,88,92,dry,8,medium,2,False,True,4,0,0,1,12
12,Spa,40,85,Norris,McLaren,90,88,dry,7,medium,2,False,False,5,0,0,1,10
12,Spa,40,85,Alonso,AstonMartin,89,85,dry,5,hard,2,False,False,6,0,0,1,8
12,Spa,40,85,Perez,RedBull,87,95,dry,12,mixed,3,False,False,7,0,0,1,6
12,Spa,40,85,Piastri,McLaren,85,88,dry,7,mixed,3,False,False,8,0,0,1,4
12,Spa,40,85,Russell,Mercedes,87,90,dry,13,hard,1,False,False,9,0,0,1,2
12,Spa,40,85,Stroll,AstonMartin,82,85,dry,11,hard,2,False,False,10,0,0,1,1
12,Spa,40,85,Bottas,AlfaRomeo,85,76,dry,8,mixed,2,False,False,11,0,0,0,0
12,Spa,40,85,Ricciardo,AlphaTauri,84,77,dry,11,soft,2,False,False,12,0,0,0,0
12,Spa,40,85,Gasly,Alpine,83,80,dry,14,soft,1,False,False,13,0,0,0,0
12,Spa,40,85,Tsunoda,AlphaTauri,81,77,dry,15,hard,2,False,True,14,0,0,0,0
12,Spa,40,85,DeVries,Alpine,78,80,dry,13,soft,2,False,False,15,0,0,0,0
12,Spa,40,85,Hulkenberg,Haas,82,74,dry,16,mixed,1,False,False,16,0,0,0,0
12,Spa,40,85,Albon,Williams,83,75,dry,16,hard,1,False,False,17,0,0,0,0
12,Spa,40,85,Magnussen,Haas,80,74,dry,18,soft,3,False,False,18,0,0,0,0
12,Spa,40,85,Zhou,AlfaRomeo,79,76,dry,19,soft,2,False,False,19,0,0,0,0
12,Spa,40,85,Sargeant,Williams,77,75,dry,20,mixed,2,False,False,20,0,0,0,0
13,RedBullRing,50,83,Verstappen,RedBull,95,95,dry,1,soft,1,False,False,1,1,1,1,25
13,RedBullRing,50,83,Perez,RedBull,87,95,dry,4,mixed,2,False,False,2,0,1,1,18
13,RedBullRing,50,83,Sainz,Ferrari,88,92,dry,5,mixed,2,False,False,3,0,1,1,15
13,RedBullRing,50,83,Leclerc,Ferrari,92,92,dry,9,mixed,3,False,False,4,0,0,1,12
13,RedBullRing,50,83,Hamilton,Mercedes,94,90,dry,10,medium,1,False,False,5,0,0,1,10
13,RedBullRing,50,83,Piastri,McLaren,85,88,dry,7,hard,1,False,True,6,0,0,1,8
13,RedBullRing,50,83,Alonso,AstonMartin,89,85,dry,8,soft,2,False,False,7,0,0,1,6
13,RedBullRing,50,83,Russell,Mercedes,87,90,dry,10,mixed,3,False,True,8,0,0,1,4
13,RedBullRing,50,83,Stroll,AstonMartin,82,85,dry,7,soft,2,False,False,9,0,0,1,2
13,RedBullRing,50,83,Gasly,Alpine,83,80,dry,9,medium,3,False,False,10,0,0,1,1
13,RedBullRing,50,83,Bottas,AlfaRomeo,85,76,dry,11,medium,2,False,False,11,0,0,0,0
13,RedBullRing,50,83,Ricciardo,AlphaTauri,84,77,dry,13,mixed,2,False,False,12,0,0,0,0
13,RedBullRing,50,83,Zhou,AlfaRomeo,79,76,dry,11,medium,2,False,False,13,0,0,0,0
13,RedBullRing,50,83,DeVries,Alpine,78,80,dry,15,hard,3,False,False,14,0,0,0,0
13,RedBullRing,50,83,Hulkenberg,Haas,82,74,dry,16,soft,2,False,False,15,0,0,0,0
13,RedBullRing,50,83,Tsunoda,AlphaTauri,81,77,dry,17,soft,1,False,True,16,0,0,0,0
13,RedBullRing,50,83,Albon,Williams,83,75,dry,20,soft,2,False,False,17,0,0,0,0
13,RedBullRing,50,83,Magnussen,Haas,80,74,dry,20,soft,2,False,False,18,0,0,0,0
13,RedBullRing,50,83,Norris,McLaren,90,88,dry,4,soft,2,True,False,19,0,0,0,0
13,RedBullRing,50,83,Sargeant,Williams,77,75,dry,20,soft,2,True,False,20,0,0,0,0
14,Silverstone,45,82,Sainz,Ferrari,88,92,mixed,6,hard,3,False,False,1,1,1,1,25
14,Silverstone,45,82,Hamilton,Mercedes,94,90,mixed,1,soft,2,False,True,2,0,1,1,18
14,Silverstone,45,82,Verstappen,RedBull,95,95,mixed,6,medium,2,False,True,3,0,1,1,15
14,Silverstone,45,82,Perez,RedBull,87,95,mixed,3,soft,2,False,False,4,0,0,1,12
14,Silverstone,45,82,Leclerc,Ferrari,92,92,mixed,9,medium,2,False,False,5,0,0,1,10
14,Silverstone,45,82,Norris,McLaren,90,88,mixed,8,soft,2,False,False,6,0,0,1,8
14,Silverstone,45,82,Russell,Mercedes,87,90,mixed,10,hard,2,False,False,7,0,0,1,6
14,Silverstone,45,82,Stroll,AstonMartin,82,85,mixed,6,hard,2,False,False,8,0,0,1,4
14,Silverstone,45,82,Piastri,McLaren,85,88,mixed,12,hard,3,False,False,9,0,0,1,2
14,Silverstone,45,82,Albon,Williams,83,75,mixed,8,mixed,2,False,True,10,0,0,1,1
